  -380.0         X  3.761830e-36  3.033460e-36  2.446120e-36  1.972510e-36  1.590590e-36     1.503980     1.160110     0.909761     0.720681     0.574378     0.459532     0.368568    0.296101    0.238149    0.191686    0.154369    0.124362    0.100213    0.080768    0.065103    -1.557030    -1.433680    -1.376290    -1.287570    -1.175920    -1.050220    -0.907582    -0.751595    -0.590890    -0.431967   -0.287603   -0.168842   -0.083657   -0.033115  -0.009704 -0.001890 -2.148700e-04 -1.201060e-05 -2.604710e-07 -1.604210e-09 -2.076070e-12 -8.050710e-22 -2.140870e-37 -1.514900e-45
  -378.0         X  3.805520e-36  3.068690e-36  2.474530e-36  1.995410e-36  1.609060e-36     1.521310     1.173480     0.920245     0.728987     0.580998     0.464829     0.372817    0.299515    0.240896    0.193897    0.156150    0.125797    0.101369    0.081699    0.065854    -1.574980    -1.450200    -1.392150    -1.302410    -1.189470    -1.062320    -0.918041    -0.760256    -0.597700    -0.436946   -0.290919   -0.170789   -0.084622   -0.033497  -0.009816 -0.001912 -2.173550e-04 -1.214960e-05 -2.634880e-07 -1.622800e-09 -2.100160e-12 -8.144220e-22 -2.165690e-37 -1.532420e-45
  -376.0         X  3.849860e-36  3.104450e-36  2.503370e-36  2.018670e-36  1.627810e-36     1.538900     1.187040     0.930883     0.737414     0.587716     0.470204     0.377129    0.302979    0.243682    0.196140    0.157956    0.127252    0.102542    0.082645    0.066617    -1.593180    -1.466960    -1.408240    -1.317460    -1.203220    -1.074600    -0.928652    -0.769045    -0.604610    -0.441999   -0.294284   -0.172765   -0.085601   -0.033885  -0.009930 -0.001934 -2.198760e-04 -1.229060e-05 -2.665490e-07 -1.641670e-09 -2.124600e-12 -8.239120e-22 -2.190890e-37 -1.550200e-45
  -374.0         X  3.894870e-36  3.140750e-36  2.532630e-36  2.042270e-36  1.646840e-36     1.556740     1.200810     0.941678     0.745966     0.594532     0.475659     0.381504    0.306495    0.246510    0.198416    0.159790    0.128729    0.103733    0.083605    0.067390    -1.611660    -1.483970    -1.424570    -1.332740    -1.217170    -1.087060    -0.939421    -0.777963    -0.611622    -0.447125   -0.297698   -0.174770   -0.086595   -0.034279  -0.010045 -0.001956 -2.224350e-04 -1.243380e-05 -2.696550e-07 -1.660820e-09 -2.149400e-12 -8.335450e-22 -2.216470e-37 -1.568240e-45
  -372.0         X  3.940550e-36  3.177580e-36  2.562340e-36  2.066220e-36  1.666160e-36     1.574850     1.214780     0.952632     0.754645     0.601449     0.481193     0.385943    0.310062    0.249379    0.200726    0.161650    0.130228    0.104941    0.084578    0.068175    -1.630410    -1.501230    -1.441140    -1.348240    -1.231330    -1.099710    -0.950348    -0.787012    -0.618737    -0.452328   -0.301162   -0.176805   -0.087604   -0.034678  -0.010162 -0.001979 -2.250310e-04 -1.257900e-05 -2.728080e-07 -1.680250e-09 -2.174570e-12 -8.433210e-22 -2.242430e-37 -1.586560e-45
  -370.0         X  3.986930e-36  3.214980e-36  2.592490e-36  2.090530e-36  1.685760e-36     1.593230     1.228950     0.963749     0.763451     0.608469     0.486810     0.390449    0.313682    0.252291    0.203070    0.163538    0.131749    0.106167    0.085567    0.068972    -1.649430    -1.518750    -1.457960    -1.363970    -1.245700    -1.112540    -0.961437    -0.796196    -0.625958    -0.457607   -0.304678   -0.178869   -0.088627   -0.035083  -0.010281 -0.002002 -2.276670e-04 -1.272640e-05 -2.760080e-07 -1.699980e-09 -2.200120e-12 -8.532450e-22 -2.268790e-37 -1.605150e-45
  -368.0         X  4.034000e-36  3.252940e-36  2.623100e-36  2.115220e-36  1.705670e-36     1.611880     1.243340     0.975030     0.772389     0.615593     0.492510     0.395021    0.317356    0.255246    0.205449    0.165454    0.133293    0.107411    0.086569    0.069780    -1.668740    -1.536530    -1.475030    -1.379940    -1.260280    -1.125560    -0.972690    -0.805516    -0.633286    -0.462965   -0.308246   -0.180965   -0.089666   -0.035495  -0.010402 -0.002026 -2.303410e-04 -1.287610e-05 -2.792550e-07 -1.720000e-09 -2.226060e-12 -8.633180e-22 -2.295540e-37 -1.624030e-45
  -366.0         X  4.081790e-36  3.291470e-36  2.654180e-36  2.140270e-36  1.725870e-36     1.630810     1.257940     0.986480     0.781459     0.622823     0.498295     0.399662    0.321084    0.258246    0.207864    0.167399    0.134860    0.108674    0.087587    0.070601    -1.688330    -1.554570    -1.492340    -1.396140    -1.275070    -1.138780    -0.984111    -0.814975    -0.640723    -0.468403   -0.311868   -0.183091   -0.090720   -0.035912  -0.010524 -0.002049 -2.330550e-04 -1.302790e-05 -2.825520e-07 -1.740320e-09 -2.252380e-12 -8.735440e-22 -2.322700e-37 -1.643190e-45
  -364.0         X  4.130300e-36  3.330590e-36  2.685720e-36  2.165710e-36  1.746390e-36     1.650020     1.272760     0.998100     0.790666     0.630161     0.504167     0.404372    0.324869    0.261290    0.210314    0.169372    0.136450    0.109955    0.088620    0.071434    -1.708220    -1.572880    -1.509920    -1.412580    -1.290090    -1.152190    -0.995703    -0.824575    -0.648271    -0.473922   -0.315543   -0.185250   -0.091790   -0.036336  -0.010649 -0.002074 -2.358110e-04 -1.318210e-05 -2.858980e-07 -1.760950e-09 -2.279100e-12 -8.839250e-22 -2.350280e-37 -1.662640e-45
  -362.0         X  4.179560e-36  3.370310e-36  2.717750e-36  2.191540e-36  1.767210e-36     1.669520     1.287790     1.009890     0.800010     0.637609     0.510127     0.409152    0.328710    0.264379    0.212801    0.171376    0.138064    0.111256    0.089669    0.072279    -1.728410    -1.591460    -1.527760    -1.429280    -1.305340    -1.165800    -1.007470    -0.834318    -0.655932    -0.479524   -0.319274   -0.187441   -0.092876   -0.036766  -0.010775 -0.002098 -2.386070e-04 -1.333850e-05 -2.892940e-07 -1.781890e-09 -2.306230e-12 -8.944640e-22 -2.378280e-37 -1.682400e-45
  -360.0         X  4.229570e-36  3.410640e-36  2.750270e-36  2.217760e-36  1.788360e-36     1.689310     1.303060     1.021870     0.809494     0.645169     0.516176     0.414004    0.332609    0.267516    0.215326    0.173409    0.139703    0.112576    0.090733    0.073137    -1.748900    -1.610330    -1.545870    -1.446220    -1.320810    -1.179620    -1.019410    -0.844209    -0.663709    -0.485210   -0.323060   -0.189664   -0.093978   -0.037203  -0.010903 -0.002123 -2.414460e-04 -1.349730e-05 -2.927420e-07 -1.803140e-09 -2.333770e-12 -9.051640e-22 -2.406700e-37 -1.702450e-45
  -358.0         X  4.280350e-36  3.451590e-36  2.783290e-36  2.244390e-36  1.809830e-36     1.709400     1.318560     1.034020     0.819122     0.652843     0.522316     0.418930    0.336566    0.270699    0.217889    0.175473    0.141366    0.113917    0.091814    0.074008    -1.769690    -1.629480    -1.564260    -1.463410    -1.336510    -1.193650    -1.031530    -0.854248    -0.671602    -0.490981   -0.326904   -0.191922   -0.095097   -0.037646  -0.011033 -0.002149 -2.443280e-04 -1.365860e-05 -2.962420e-07 -1.824720e-09 -2.361730e-12 -9.160280e-22 -2.435570e-37 -1.722820e-45
  -356.0         X  4.331910e-36  3.493160e-36  2.816820e-36  2.271420e-36  1.831630e-36     1.729790     1.334290     1.046350     0.828895     0.660633     0.528549     0.423930    0.340584    0.273931    0.220490    0.177569    0.143054    0.115277    0.092910    0.074892    -1.790810    -1.648920    -1.582920    -1.480870    -1.352460    -1.207890    -1.043840    -0.864439    -0.679615    -0.496840   -0.330806   -0.194213   -0.096233   -0.038096  -0.011165 -0.002174 -2.472540e-04 -1.382230e-05 -2.997960e-07 -1.846630e-09 -2.390110e-12 -9.270580e-22 -2.464880e-37 -1.743490e-45
  -354.0         X  4.384270e-36  3.535380e-36  2.850860e-36  2.298880e-36  1.853770e-36     1.750490     1.350250     1.058880     0.838816     0.668541     0.534877     0.429006    0.344662    0.277211    0.223131    0.179696    0.144768    0.116659    0.094024    0.075790    -1.812240    -1.668650    -1.601860    -1.498590    -1.368640    -1.222340    -1.056330    -0.874784    -0.687749    -0.502788   -0.334767   -0.196539   -0.097386   -0.038552  -0.011299 -0.002200 -2.502240e-04 -1.398840e-05 -3.034030e-07 -1.868880e-09 -2.418930e-12 -9.382590e-22 -2.494640e-37 -1.764490e-45
  -352.0         X  4.437430e-36  3.578260e-36  2.885430e-36  2.326760e-36  1.876250e-36     1.771510     1.366470     1.071590     0.848887     0.676569     0.541300     0.434159    0.348802    0.280542    0.225812    0.181855    0.146508    0.118061    0.095154    0.076701    -1.834000    -1.688680    -1.621090    -1.516580    -1.385070    -1.237020    -1.069010    -0.885287    -0.696007    -0.508826   -0.338788   -0.198901   -0.098556   -0.039016  -0.011435 -0.002227 -2.532390e-04 -1.415720e-05 -3.070660e-07 -1.891460e-09 -2.448200e-12 -9.496330e-22 -2.524870e-37 -1.785820e-45
  -350.0         X  4.491430e-36  3.621800e-36  2.920550e-36  2.355070e-36  1.899080e-36     1.792850     1.382920     1.084500     0.859113     0.684719     0.547822     0.439390    0.353006    0.283923    0.228534    0.184048    0.148275    0.119485    0.096302    0.077626    -1.856090    -1.709020    -1.640620    -1.534850    -1.401750    -1.251920    -1.081890    -0.895950    -0.704391    -0.514956   -0.342870   -0.201298   -0.099745   -0.039487  -0.011573 -0.002254 -2.563010e-04 -1.432850e-05 -3.107850e-07 -1.914400e-09 -2.477910e-12 -9.611840e-22 -2.555570e-37 -1.807480e-45
  -348.0         X  4.546270e-36  3.666020e-36  2.956210e-36  2.383820e-36  1.922270e-36     1.814510     1.399630     1.097600     0.869495     0.692995     0.554444     0.444702    0.357274    0.287356    0.231298    0.186274    0.150068    0.120930    0.097467    0.078565    -1.878510    -1.729670    -1.660440    -1.553390    -1.418690    -1.267040    -1.094960    -0.906776    -0.712903    -0.521180   -0.347015   -0.203733   -0.100952   -0.039965  -0.011713 -0.002281 -2.594100e-04 -1.450240e-05 -3.145620e-07 -1.937680e-09 -2.508090e-12 -9.729140e-22 -2.586750e-37 -1.829480e-45
  -346.0         X  4.601970e-36  3.710940e-36  2.992420e-36  2.413030e-36  1.945820e-36     1.836510     1.416600     1.110910     0.880036     0.701397     0.561167     0.450095    0.361607    0.290842    0.234104    0.188534    0.151889    0.122398    0.098650    0.079519    -1.901280    -1.750640    -1.680570    -1.572220    -1.435890    -1.282400    -1.108230    -0.917768    -0.721546    -0.527499   -0.351224   -0.206204   -0.102177   -0.040450  -0.011855 -0.002309 -2.625660e-04 -1.467910e-05 -3.183970e-07 -1.961330e-09 -2.538730e-12 -9.848270e-22 -2.618420e-37 -1.851830e-45
  -344.0         X  4.658540e-36  3.756550e-36  3.029210e-36  2.442690e-36  1.969740e-36     1.858840     1.433830     1.124420     0.890739     0.709928     0.567993     0.455571    0.366007    0.294381    0.236954    0.190829    0.153738    0.123888    0.099851    0.080488    -1.924410    -1.771930    -1.701000    -1.591340    -1.453350    -1.297990    -1.121710    -0.928929    -0.730322    -0.533916   -0.355497   -0.208714   -0.103421   -0.040943  -0.012000 -0.002337 -2.657720e-04 -1.485840e-05 -3.222910e-07 -1.985350e-09 -2.569850e-12 -9.969270e-22 -2.650590e-37 -1.874530e-45
  -342.0         X  4.716010e-36  3.802890e-36  3.066580e-36  2.472830e-36  1.994040e-36     1.881520     1.451320     1.138140     0.901607     0.718592     0.574925     0.461131    0.370475    0.297976    0.239847    0.193159    0.155616    0.125401    0.101071    0.081471    -1.947880    -1.793540    -1.721750    -1.610760    -1.471080    -1.313830    -1.135390    -0.940262    -0.739233    -0.540431   -0.359837   -0.211263   -0.104684   -0.041443  -0.012146 -0.002366 -2.690270e-04 -1.504060e-05 -3.262460e-07 -2.009740e-09 -2.601460e-12 -1.009220e-21 -2.683270e-37 -1.897590e-45
  -340.0         X  4.774380e-36  3.849970e-36  3.104530e-36  2.503430e-36  2.018720e-36     1.904550     1.469080     1.152070     0.912644     0.727389     0.581965     0.466778    0.375012    0.301625    0.242785    0.195526    0.157523    0.126938    0.102310    0.082470    -1.971730    -1.815500    -1.742830    -1.630470    -1.489080    -1.329910    -1.149290    -0.951771    -0.748282    -0.547048   -0.364243   -0.213851   -0.105967   -0.041951  -0.012295 -0.002395 -2.723330e-04 -1.522560e-05 -3.302630e-07 -2.034510e-09 -2.633560e-12 -1.021700e-21 -2.716470e-37 -1.921010e-45
  -338.0         X  4.833680e-36  3.897780e-36  3.143090e-36  2.534530e-36  2.043790e-36     1.927940     1.487120     1.166210     0.923852     0.736323     0.589113     0.472513    0.379620    0.305332    0.245769    0.197929    0.159459    0.128499    0.103568    0.083484    -1.995940    -1.837790    -1.764230    -1.650490    -1.507360    -1.346240    -1.163400    -0.963458    -0.757471    -0.553767   -0.368718   -0.216479   -0.107270   -0.042467  -0.012447 -0.002424 -2.756900e-04 -1.541340e-05 -3.343420e-07 -2.059670e-09 -2.666160e-12 -1.034380e-21 -2.750190e-37 -1.944810e-45
  -336.0         X  4.893930e-36  3.946360e-36  3.182270e-36  2.566120e-36  2.069270e-36     1.951690     1.505440     1.180580     0.935235     0.745396     0.596373     0.478336    0.384300    0.309096    0.248799    0.200370    0.161426    0.130084    0.104845    0.084514    -2.020530    -1.860430    -1.785960    -1.670820    -1.525930    -1.362820    -1.177730    -0.975327    -0.766804    -0.560591   -0.373263   -0.219148   -0.108593   -0.042992  -0.012600 -0.002454 -2.791000e-04 -1.560420e-05 -3.384860e-07 -2.085220e-09 -2.699280e-12 -1.047260e-21 -2.784460e-37 -1.968990e-45
  -334.0         X  4.955130e-36  3.995720e-36  3.222070e-36  2.598210e-36  2.095150e-36     1.975810     1.524050     1.195170     0.946795     0.754610     0.603746     0.484251    0.389052    0.312919    0.251877    0.202849    0.163423    0.131694    0.106143    0.085560    -2.045500    -1.883420    -1.808030    -1.691470    -1.544790    -1.379660    -1.192290    -0.987382    -0.776282    -0.567522   -0.377879   -0.221859   -0.109937   -0.043524  -0.012757 -0.002484 -2.825630e-04 -1.579810e-05 -3.426940e-07 -2.111180e-09 -2.732930e-12 -1.060350e-21 -2.819270e-37 -1.993560e-45
  -332.0         X  5.017320e-36  4.045870e-36  3.262510e-36  2.630820e-36  2.121440e-36     2.000320     1.542950     1.209990     0.958536     0.763969     0.611235     0.490258    0.393879    0.316802    0.255003    0.205367    0.165452    0.133329    0.107461    0.086623    -2.070870    -1.906780    -1.830450    -1.712440    -1.563950    -1.396770    -1.207070    -0.999625    -0.785909    -0.574561   -0.382567   -0.224612   -0.111302   -0.044064  -0.012915 -0.002515 -2.860810e-04 -1.599490e-05 -3.469690e-07 -2.137550e-09 -2.767100e-12 -1.073650e-21 -2.854650e-37 -2.018520e-45
  -330.0         X  5.080510e-36  4.096820e-36  3.303590e-36  2.663950e-36  2.148160e-36     2.025200     1.562140     1.225050     0.970462     0.773476     0.618842     0.496360    0.398782    0.320746    0.258178    0.207924    0.167513    0.134989    0.108800    0.087702    -2.096630    -1.930500    -1.853220    -1.733750    -1.583400    -1.414150    -1.222090    -1.012060    -0.795687    -0.581710   -0.387329   -0.227409   -0.112688   -0.044614  -0.013076 -0.002547 -2.896550e-04 -1.619490e-05 -3.513120e-07 -2.164330e-09 -2.801820e-12 -1.087160e-21 -2.890590e-37 -2.043890e-45
  -328.0         X  5.144710e-36  4.148590e-36  3.345340e-36  2.697620e-36  2.175310e-36     2.050480     1.581640     1.240340     0.982576     0.783132     0.626569     0.502558    0.403762    0.324752    0.261403    0.210522    0.169606    0.136676    0.110160    0.088798    -2.122800    -1.954590    -1.876350    -1.755390    -1.603160    -1.431800    -1.237340    -1.024690    -0.805619    -0.588973   -0.392165   -0.230249   -0.114097   -0.045172  -0.013240 -0.002579 -2.932850e-04 -1.639810e-05 -3.557240e-07 -2.191540e-09 -2.837100e-12 -1.100880e-21 -2.927120e-37 -2.069670e-45
  -326.0         X  5.209960e-36  4.201210e-36  3.387770e-36  2.731830e-36  2.202900e-36     2.076160     1.601450     1.255870     0.994882     0.792941     0.634417     0.508855    0.408822    0.328822    0.264679    0.213161    0.171732    0.138390    0.111541    0.089912    -2.149380    -1.979070    -1.899850    -1.777370    -1.623240    -1.449720    -1.252830    -1.037520    -0.815709    -0.596350   -0.397079   -0.233135   -0.115527   -0.045738  -0.013406 -0.002611 -2.969720e-04 -1.660450e-05 -3.602060e-07 -2.219190e-09 -2.872940e-12 -1.114830e-21 -2.964250e-37 -2.095880e-45
  -324.0         X  5.276260e-36  4.254680e-36  3.430890e-36  2.766600e-36  2.230930e-36     2.102240     1.621570     1.271650     1.007380     0.802905     0.642391     0.515251    0.413961    0.332956    0.268008    0.215842    0.173892    0.140131    0.112944    0.091043    -2.176390    -2.003930    -1.923720    -1.799700    -1.643630    -1.467940    -1.268570    -1.050560    -0.825958    -0.603845   -0.402070   -0.236067   -0.116981   -0.046314  -0.013575 -0.002644 -3.007190e-04 -1.681410e-05 -3.647600e-07 -2.247280e-09 -2.909350e-12 -1.129000e-21 -3.001970e-37 -2.122510e-45
  -322.0         X  5.343650e-36  4.309020e-36  3.474710e-36  2.801940e-36  2.259430e-36     2.128750     1.642010     1.287680     1.020080     0.813028     0.650491     0.521749    0.419182    0.337156    0.271389    0.218565    0.176087    0.141900    0.114370    0.092193    -2.203820    -2.029190    -1.947970    -1.822380    -1.664350    -1.486440    -1.284560    -1.063800    -0.836371    -0.611458   -0.407141   -0.239045   -0.118457   -0.046899  -0.013746 -0.002677 -3.045250e-04 -1.702720e-05 -3.693870e-07 -2.275820e-09 -2.946350e-12 -1.143410e-21 -3.040320e-37 -2.149580e-45
  -320.0         X  5.412140e-36  4.364250e-36  3.519240e-36  2.837850e-36  2.288390e-36     2.155670     1.662770     1.303970     1.032990     0.823313     0.658720     0.528350    0.424487    0.341424    0.274824    0.221332    0.178316    0.143697    0.115819    0.093360    -2.231700    -2.054860    -1.972600    -1.845430    -1.685390    -1.505240    -1.300810    -1.077260    -0.846949    -0.619194   -0.412293   -0.242071   -0.119957   -0.047493  -0.013921 -0.002711 -3.083930e-04 -1.724370e-05 -3.740880e-07 -2.304830e-09 -2.983950e-12 -1.158040e-21 -3.079300e-37 -2.177090e-45
  -318.0         X  5.481750e-36  4.420380e-36  3.564510e-36  2.874350e-36  2.317820e-36     2.183030     1.683870     1.320510     1.046090     0.833762     0.667082     0.535058    0.429876    0.345759    0.278314    0.224143    0.180581    0.145522    0.117290    0.094547    -2.260020    -2.080930    -1.997630    -1.868840    -1.706780    -1.524340    -1.317310    -1.090930    -0.857698    -0.627053   -0.417527   -0.245145   -0.121481   -0.048097  -0.014098 -0.002746 -3.123220e-04 -1.746360e-05 -3.788650e-07 -2.334300e-09 -3.022160e-12 -1.172920e-21 -3.118920e-37 -2.205060e-45
  -316.0         X  5.552510e-36  4.477440e-36  3.610520e-36  2.911460e-36  2.347740e-36     2.210820     1.705310     1.337330     1.059410     0.844379     0.675578     0.541873    0.435353    0.350164    0.281861    0.227000    0.182883    0.147377    0.118786    0.095753    -2.288790    -2.107430    -2.023070    -1.892640    -1.728510    -1.543740    -1.334080    -1.104820    -0.868618    -0.635038   -0.422846   -0.248269   -0.123030   -0.048710  -0.014278 -0.002781 -3.163150e-04 -1.768710e-05 -3.837200e-07 -2.364250e-09 -3.060990e-12 -1.188040e-21 -3.159200e-37 -2.233500e-45
  -314.0         X  5.624440e-36  4.535440e-36  3.657300e-36  2.949170e-36  2.378160e-36     2.239060     1.727090     1.354410     1.072950     0.855168     0.684210     0.548798    0.440917    0.354641    0.285465    0.229903    0.185222    0.149262    0.120305    0.096977    -2.318030    -2.134350    -2.048910    -1.916810    -1.750590    -1.563460    -1.351120    -1.118930    -0.879715    -0.643152   -0.428250   -0.251443   -0.124604   -0.049334  -0.014460 -0.002817 -3.203730e-04 -1.791420e-05 -3.886530e-07 -2.394690e-09 -3.100460e-12 -1.203410e-21 -3.200150e-37 -2.262410e-45
  -312.0         X  5.697570e-36  4.594410e-36  3.704850e-36  2.987520e-36  2.409080e-36     2.267760     1.749230     1.371770     1.086700     0.866130     0.692983     0.555835    0.446572    0.359189    0.289126    0.232852    0.187599    0.151178    0.121849    0.098222    -2.347740    -2.161700    -2.075170    -1.941380    -1.773020    -1.583500    -1.368440    -1.133270    -0.890991    -0.651398   -0.433741   -0.254668   -0.126203   -0.049967  -0.014646 -0.002853 -3.244970e-04 -1.814510e-05 -3.936670e-07 -2.425620e-09 -3.140570e-12 -1.219040e-21 -3.241780e-37 -2.291810e-45
